#;Up-Time;UTC;Date;RMC Valid;Sats in use;Latitude;Longitude;Speed over Ground [knots];Speed over Ground [km/h];Course over Ground;Altitude NN [m];Board: Temp [C];Batt Voltage [V];Logger Status
$;02:29:39;13:51:03;11.09.2021;Y;09;48 33.63654 N;002 47.07339 E;17.943;33.2;122.53;18177.0;-3.0;8.1;65655
$;02:29:41;13:51:05;11.09.2021;Y;09;48 33.63098 N;002 47.08800 E;20.570;38.0;119.84;18183.7;-3.0;8.1;65655
$;02:29:43;13:51:07;11.09.2021;Y;09;48 33.62536 N;002 47.09896 E;13.423;24.8;132.06;18190.4;-3.125;8.1;65655
$;02:29:45;13:51:09;11.09.2021;Y;09;48 33.61958 N;002 47.10305 E;11.047;20.4;154.51;18196.8;-3.125;8.1;65655
$;02:29:47;13:51:11;11.09.2021;Y;09;48 33.61390 N;002 47.10873 E;14.601;27.0;133.03;18203.2;-3.0;8.1;65655
$;02:29:49;13:51:13;11.09.2021;Y;09;48 33.60865 N;002 47.12116 E;19.419;35.9;118.26;18209.1;-3.0;8.1;65655
$;02:29:51;13:51:15;11.09.2021;Y;09;48 33.60374 N;002 47.13281 E;13.386;24.7;124.57;18216.3;-3.0;8.0;65655
$;02:29:53;13:51:17;11.09.2021;Y;09;48 33.59811 N;002 47.13700 E;11.708;21.6;159.29;18222.1;-3.125;8.1;65655
$;02:29:55;13:51:19;11.09.2021;Y;09;48 33.59168 N;002 47.13953 E;12.079;22.3;157.90;18229.4;-3.125;8.1;65655
$;02:29:57;13:51:21;11.09.2021;Y;09;48 33.58689 N;002 47.14808 E;15.812;29.2;113.98;18235.5;-3.125;8.1;65655
$;02:29:59;13:51:23;11.09.2021;Y;09;48 33.58419 N;002 47.16075 E;15.033;27.8;105.79;18242.9;-3.125;8.1;65655
$;02:30:01;13:51:25;11.09.2021;Y;09;48 33.58028 N;002 47.16948 E;12.532;23.2;129.88;18249.7;-3.125;8.1;65655
$;02:30:03;13:51:27;11.09.2021;Y;09;48 33.57319 N;002 47.17463 E;15.422;28.5;156.00;18256.4;-3.125;8.1;65655
$;02:30:05;13:51:29;11.09.2021;Y;09;48 33.56720 N;002 47.18107 E;11.274;20.8;142.89;18263.5;-3.125;8.1;65655
$;02:30:07;13:51:31;11.09.2021;Y;09;48 33.56557 N;002 47.18959 E;11.120;20.5;106.45;18270.3;-3.125;8.1;65655
$;02:30:09;13:51:33;11.09.2021;Y;09;48 33.56496 N;002 47.19945 E;13.216;24.4;103.30;18276.6;-3.0;8.1;65655
$;02:30:11;13:51:35;11.09.2021;Y;09;48 33.56086 N;002 47.21032 E;16.801;31.1;128.38;18283.2;-3.0;8.1;65655
$;02:30:13;13:51:37;11.09.2021;Y;09;48 33.55493 N;002 47.22109 E;15.604;28.8;128.89;18290.5;-3.125;8.1;65655
$;02:30:15;13:51:39;11.09.2021;Y;09;48 33.55109 N;002 47.22941 E;9.311;17.2;124.41;18296.5;-3.250;8.1;65655
$;02:30:17;13:51:41;11.09.2021;Y;09;48 33.54919 N;002 47.23539 E;7.574;14.0;117.21;18303.6;-3.125;8.1;65655
$;02:30:19;13:51:43;11.09.2021;Y;09;48 33.54692 N;002 47.24322 E;12.833;23.7;113.43;18310.6;-3.125;8.0;65655
$;02:30:21;13:51:45;11.09.2021;Y;09;48 33.54414 N;002 47.25564 E;17.278;31.9;105.43;18317.7;-3.125;8.0;65655
$;02:30:23;13:51:47;11.09.2021;Y;09;48 33.54156 N;002 47.26865 E;15.010;27.7;111.13;18324.7;-3.0;8.0;65655
$;02:30:25;13:51:49;11.09.2021;Y;09;48 33.53791 N;002 47.27765 E;11.608;21.4;122.15;18331.5;-3.125;8.1;65655
$;02:30:27;13:51:51;11.09.2021;Y;09;48 33.53365 N;002 47.28541 E;12.622;23.3;125.55;18339.0;-3.125;8.1;65655
$;02:30:29;13:51:53;11.09.2021;Y;09;48 33.53168 N;002 47.29694 E;16.350;30.2;92.91;18346.1;-3.125;8.1;65655
$;02:30:31;13:51:55;11.09.2021;Y;09;48 33.53155 N;002 47.31163 E;17.858;33.0;90.39;18353.7;-3.125;8.0;65655
$;02:30:33;13:51:57;11.09.2021;Y;09;48 33.52974 N;002 47.32445 E;14.452;26.7;114.92;18360.6;-3.250;8.1;65655
$;02:30:35;13:51:59;11.09.2021;Y;09;48 33.52528 N;002 47.33415 E;14.113;26.1;128.15;18367.7;-3.250;8.1;65655
$;02:30:37;13:52:01;11.09.2021;Y;09;48 33.52233 N;002 47.34520 E;15.218;28.1;96.43;18375.6;-3.125;8.1;65655
$;02:30:39;13:52:03;11.09.2021;Y;09;48 33.52309 N;002 47.35902 E;17.559;32.5;80.75;18383.0;-3.125;8.1;65655
$;02:30:41;13:52:05;11.09.2021;Y;09;48 33.52315 N;002 47.37322 E;16.957;31.4;99.24;18390.1;-3.125;8.1;65655
$;02:30:43;13:52:07;11.09.2021;Y;09;48 33.51933 N;002 47.38652 E;18.078;33.4;121.49;18397.0;-3.125;8.1;65655
$;02:30:45;13:52:09;11.09.2021;Y;09;48 33.51508 N;002 47.39875 E;14.597;27.0;110.76;18404.7;-3.125;8.0;65655
$;02:30:47;13:52:11;11.09.2021;Y;09;48 33.51469 N;002 47.40973 E;13.322;24.6;92.38;18411.6;-3.125;8.0;65655
$;02:30:49;13:52:13;11.09.2021;Y;09;48 33.51566 N;002 47.42173 E;15.836;29.3;90.13;18418.7;-3.125;8.0;65655
$;02:30:51;13:52:15;11.09.2021;Y;09;48 33.51299 N;002 47.43652 E;20.511;37.9;115.06;18425.8;-3.125;7.9;65655
$;02:30:53;13:52:17;11.09.2021;Y;09;48 33.50759 N;002 47.45100 E;18.161;33.6;120.19;18432.8;-3.0;8.1;65655
$;02:30:55;13:52:19;11.09.2021;Y;09;48 33.50521 N;002 47.46191 E;11.538;21.3;108.81;18439.7;-3.125;8.1;65655
$;02:30:57;13:52:21;11.09.2021;Y;09;48 33.50637 N;002 47.47182 E;13.326;24.6;84.98;18447.1;-3.125;8.1;65655
$;02:30:59;13:52:23;11.09.2021;Y;09;48 33.50494 N;002 47.48523 E;19.542;36.1;109.13;18454.5;-3.125;8.1;65655
$;02:31:01;13:52:25;11.09.2021;Y;09;48 33.49956 N;002 47.50124 E;21.988;40.7;120.50;18461.5;-3.0;8.1;65655
$;02:31:03;13:52:27;11.09.2021;Y;09;48 33.49499 N;002 47.51422 E;13.619;25.2;116.54;18469.1;-3.125;8.1;65655
$;02:31:05;13:52:29;11.09.2021;Y;09;48 33.49443 N;002 47.52254 E;8.722;16.1;97.43;18476.2;-3.125;8.1;65655
$;02:31:07;13:52:31;11.09.2021;Y;09;48 33.49376 N;002 47.53200 E;14.883;27.5;103.77;18484.3;-3.0;8.0;65655
$;02:31:09;13:52:33;11.09.2021;Y;09;48 33.48949 N;002 47.54699 E;23.209;42.9;118.44;18491.1;-3.125;8.0;65655
$;02:31:11;13:52:35;11.09.2021;Y;09;48 33.48338 N;002 47.56276 E;18.595;34.4;120.14;18499.2;-3.250;8.1;65655
$;02:31:13;13:52:37;11.09.2021;Y;09;48 33.48012 N;002 47.57240 E;8.640;16.0;116.54;18506.2;-3.0;8.1;65655
$;02:31:15;13:52:39;11.09.2021;Y;09;48 33.47867 N;002 47.57871 E;9.366;17.3;109.30;18513.8;-3.125;8.0;65655
$;02:31:17;13:52:41;11.09.2021;Y;09;48 33.47547 N;002 47.59048 E;20.070;37.1;114.60;18521.2;-3.125;8.0;65655
$;02:31:19;13:52:43;11.09.2021;Y;09;48 33.47032 N;002 47.60671 E;20.701;38.3;115.80;18528.2;-3.250;8.1;65655
$;02:31:21;13:52:45;11.09.2021;Y;09;48 33.46645 N;002 47.61752 E;9.888;18.3;119.34;18535.9;-3.250;8.0;65655
$;02:31:23;13:52:47;11.09.2021;Y;09;48 33.46404 N;002 47.62200 E;6.144;11.3;127.75;18542.8;-3.125;8.0;65655
$;02:31:25;13:52:49;11.09.2021;Y;09;48 33.46153 N;002 47.62919 E;13.630;25.2;114.80;18550.2;-3.125;8.0;65655
$;02:31:27;13:52:51;11.09.2021;Y;09;48 33.45864 N;002 47.64251 E;18.098;33.5;107.79;18557.3;-3.0;8.0;65655
$;02:31:29;13:52:53;11.09.2021;Y;09;48 33.45558 N;002 47.65374 E;11.135;20.6;114.46;18564.7;-3.125;8.0;65655
$;02:31:31;13:52:55;11.09.2021;Y;09;48 33.45228 N;002 47.65813 E;6.797;12.5;142.46;18571.7;-3.125;8.0;65655
$;02:31:33;13:52:57;11.09.2021;Y;09;48 33.44917 N;002 47.66246 E;9.362;17.3;130.45;18579.2;-3.125;8.0;65655
$;02:31:35;13:52:59;11.09.2021;Y;09;48 33.44765 N;002 47.67271 E;15.084;27.9;96.20;18585.8;-3.250;8.0;65655
$;02:31:37;13:53:01;11.09.2021;Y;09;48 33.44714 N;002 47.68438 E;11.940;22.1;93.83;18593.3;-3.0;8.0;65655
$;02:31:39;13:53:03;11.09.2021;Y;09;48 33.44563 N;002 47.68984 E;5.054;9.3;114.52;18599.8;-3.125;8.0;65655
$;02:31:41;13:53:05;11.09.2021;Y;09;48 33.44215 N;002 47.69011 E;7.946;14.7;171.16;18606.6;-3.125;8.0;65655
$;02:31:43;13:53:07;11.09.2021;Y;09;48 33.43752 N;002 47.69495 E;13.309;24.6;139.30;18613.6;-3.250;8.0;65655
$;02:31:45;13:53:09;11.09.2021;Y;09;48 33.43355 N;002 47.70683 E;16.925;31.3;111.28;18620.0;-3.125;8.0;65655
$;02:31:47;13:53:11;11.09.2021;Y;09;48 33.43087 N;002 47.71628 E;7.465;13.8;112.43;18627.5;-3.125;8.0;65655
$;02:31:49;13:53:13;11.09.2021;Y;09;48 33.42942 N;002 47.71681 E;3.893;7.2;178.57;18633.8;-3.125;8.0;65655
$;02:31:51;13:53:15;11.09.2021;Y;09;48 33.42791 N;002 47.71638 E;4.524;8.3;156.77;18641.3;-3.125;7.9;65655
$;02:31:53;13:53:17;11.09.2021;Y;09;48 33.42493 N;002 47.72412 E;15.624;28.9;115.10;18648.1;-3.125;8.0;65655
$;02:31:55;13:53:19;11.09.2021;Y;09;48 33.42142 N;002 47.73565 E;12.625;23.3;113.59;18656.1;-3.0;8.1;65655
$;02:31:57;13:53:21;11.09.2021;Y;09;48 33.41961 N;002 47.73991 E;1.696;3.1;119.41;18663.0;-3.125;8.1;65655
$;02:31:59;13:53:23;11.09.2021;Y;09;48 33.41927 N;002 47.73734 E;3.590;6.6;254.57;18669.6;-3.125;8.0;65655
$;02:32:01;13:53:25;11.09.2021;Y;09;48 33.41851 N;002 47.73912 E;7.931;14.6;114.16;18676.4;-3.125;8.0;65655
$;02:32:03;13:53:27;11.09.2021;Y;09;48 33.41675 N;002 47.74977 E;15.914;29.4;102.36;18682.7;-3.125;8.0;65655
$;02:32:05;13:53:29;11.09.2021;Y;09;48 33.41531 N;002 47.75958 E;7.712;14.2;102.30;18690.6;-3.125;8.0;65655
$;02:32:07;13:53:31;11.09.2021;Y;09;48 33.41391 N;002 47.76109 E;3.865;7.1;174.77;18696.7;-3.125;7.9;65655
$;02:32:09;13:53:33;11.09.2021;Y;09;48 33.41156 N;002 47.76061 E;5.322;9.8;169.33;18703.5;-3.0;8.0;65655
$;02:32:11;13:53:35;11.09.2021;Y;09;48 33.40981 N;002 47.76769 E;13.119;24.2;107.09;18709.7;-3.125;8.0;65655
$;02:32:13;13:53:37;11.09.2021;Y;09;48 33.41004 N;002 47.77970 E;14.441;26.7;84.55;18716.6;-3.250;8.0;65655
$;02:32:15;13:53:39;11.09.2021;Y;09;48 33.40960 N;002 47.78880 E;8.392;15.5;99.14;18722.8;-3.125;8.0;65655
$;02:32:17;13:53:41;11.09.2021;Y;09;48 33.40618 N;002 47.79362 E;9.298;17.2;138.76;18729.6;-3.125;8.0;65655
$;02:32:19;13:53:43;11.09.2021;Y;09;48 33.40283 N;002 47.79905 E;8.961;16.5;128.91;18735.8;-3.125;8.0;65655
$;02:32:21;13:53:45;11.09.2021;Y;09;48 33.40375 N;002 47.81067 E;9.992;18.5;78.22;18745.2;-3.250;8.0;65649
$;02:32:23;13:53:47;11.09.2021;Y;09;48 33.40452 N;002 47.81464 E;9.850;18.2;78.22;18748.1;-3.0;8.0;65655
$;02:32:25;13:53:49;11.09.2021;Y;09;48 33.40471 N;002 47.82330 E;11.451;21.2;95.80;18754.1;-3.125;8.0;65655
$;02:32:27;13:53:51;11.09.2021;Y;09;48 33.40310 N;002 47.83402 E;13.973;25.8;103.25;18759.9;-3.125;8.0;65655
$;02:32:29;13:53:53;11.09.2021;Y;09;48 33.40106 N;002 47.84745 E;7.086;13.1;97.73;18769.4;-3.125;8.0;65649
$;02:32:31;13:53:55;11.09.2021;Y;09;48 33.40076 N;002 47.85149 E;4.560;8.4;99.41;18776.0;-3.125;8.0;65649
$;02:32:33;13:53:57;11.09.2021;Y;09;48 33.39974 N;002 47.85361 E;7.535;13.9;120.15;18779.4;-3.125;8.0;65655
$;02:32:35;13:53:59;11.09.2021;Y;09;48 33.39571 N;002 47.86169 E;15.396;28.5;124.13;18786.5;-3.125;8.0;65655
$;02:32:37;13:54:01;11.09.2021;Y;09;48 33.39240 N;002 47.87277 E;13.674;25.3;112.05;18793.8;-3.125;7.9;65655
$;02:32:39;13:54:03;11.09.2021;Y;09;48 33.39434 N;002 47.88329 E;7.052;13.0;62.82;18803.9;-3.125;8.0;65649
$;02:32:41;13:54:05;11.09.2021;Y;09;48 33.39541 N;002 47.88752 E;6.828;12.6;76.29;18811.7;-3.0;8.0;65649
$;02:32:43;13:54:07;11.09.2021;Y;09;48 33.39243 N;002 47.89628 E;15.480;28.6;119.59;18817.3;-3.125;8.0;65649
$;02:32:45;13:54:09;11.09.2021;Y;09;48 33.39052 N;002 47.90224 E;16.177;29.9;114.63;18820.5;-3.250;8.0;65655
$;02:32:47;13:54:11;11.09.2021;Y;09;48 33.38932 N;002 47.91488 E;4.388;8.1;94.44;18831.0;-3.125;8.0;65649
$;02:32:49;13:54:13;11.09.2021;Y;09;48 33.38957 N;002 47.91623 E;1.629;3.0;133.43;18837.5;-3.125;8.0;65649
$;02:32:51;13:54:15;11.09.2021;Y;09;48 33.38818 N;002 47.92042 E;9.329;17.2;112.86;18843.7;-3.125;8.0;65649
$;02:32:53;13:54:17;11.09.2021;Y;09;48 33.38773 N;002 47.92509 E;12.997;24.0;101.15;18847.0;-3.0;8.0;65655
$;02:32:55;13:54:19;11.09.2021;Y;09;48 33.38861 N;002 47.94024 E;9.042;16.7;84.18;18857.8;-3.125;8.0;65649
$;02:32:57;13:54:21;11.09.2021;Y;09;48 33.38754 N;002 47.94454 E;5.123;9.4;123.18;18864.4;-3.0;8.0;65649
$;02:32:59;13:54:23;11.09.2021;Y;09;48 33.38491 N;002 47.94722 E;5.929;10.9;138.32;18871.4;-3.125;8.0;65649
$;02:33:01;13:54:25;11.09.2021;Y;09;48 33.38530 N;002 47.95303 E;9.678;17.9;78.38;18878.3;-3.250;8.0;65649
$;02:33:03;13:54:27;11.09.2021;Y;09;48 33.38867 N;002 47.96082 E;11.255;20.8;62.74;18884.8;-3.125;8.0;65649
$;02:33:05;13:54:29;11.09.2021;Y;09;48 33.38953 N;002 47.96843 E;8.896;16.4;92.61;18890.9;-3.125;8.0;65649
$;02:33:07;13:54:31;11.09.2021;Y;09;48 33.38666 N;002 47.97537 E;10.037;18.5;119.20;18897.4;-3.0;7.9;65649
$;02:33:09;13:54:33;11.09.2021;Y;09;48 33.38564 N;002 47.98182 E;7.470;13.8;93.62;18904.4;-3.125;8.0;65649
$;02:33:11;13:54:35;11.09.2021;Y;09;48 33.38907 N;002 47.98703 E;10.061;18.6;45.00;18911.1;-3.125;8.0;65649
$;02:33:13;13:54:37;11.09.2021;Y;09;48 33.39229 N;002 47.99270 E;8.585;15.8;62.32;18917.9;-3.0;8.0;65649
$;02:33:15;13:54:39;11.09.2021;Y;09;48 33.39069 N;002 48.00158 E;13.638;25.2;106.22;18924.2;-3.125;8.0;65649
$;02:33:17;13:54:41;11.09.2021;Y;09;48 33.38768 N;002 48.01144 E;10.760;19.9;111.29;18931.2;-3.250;8.0;65649
$;02:33:19;13:54:43;11.09.2021;Y;09;48 33.38781 N;002 48.01739 E;5.589;10.3;86.55;18937.3;-3.125;8.0;65649
$;02:33:21;13:54:45;11.09.2021;Y;09;48 33.38941 N;002 48.02093 E;5.359;9.9;69.21;18944.3;-3.125;8.0;65649
$;02:33:23;13:54:47;11.09.2021;Y;09;48 33.38907 N;002 48.02848 E;12.881;23.8;99.29;18950.8;-3.125;8.0;65649
$;02:33:25;13:54:49;11.09.2021;Y;09;48 33.38690 N;002 48.04136 E;17.356;32.1;103.46;18957.2;-3.0;8.0;65649
$;02:33:27;13:54:51;11.09.2021;Y;09;48 33.38516 N;002 48.05355 E;12.116;22.4;102.16;18963.8;-3.250;8.0;65649
$;02:33:29;13:54:53;11.09.2021;Y;09;48 33.38345 N;002 48.06032 E;7.101;13.1;112.78;18969.8;-3.125;8.0;65649
$;02:33:31;13:54:55;11.09.2021;Y;09;48 33.38157 N;002 48.06658 E;10.383;19.2;109.10;18976.4;-3.125;8.0;65649
$;02:33:33;13:54:57;11.09.2021;Y;09;48 33.38110 N;002 48.07839 E;17.017;31.5;88.32;18982.8;-3.250;8.0;65649
$;02:33:35;13:54:59;11.09.2021;Y;09;48 33.38148 N;002 48.09280 E;16.677;30.8;90.85;18989.2;-3.0;8.0;65649
$;02:33:37;13:55:01;11.09.2021;Y;09;48 33.37994 N;002 48.10442 E;12.558;23.2;104.34;18994.9;-3.250;8.0;65649
$;02:33:39;13:55:03;11.09.2021;Y;09;48 33.37660 N;002 48.11277 E;11.792;21.8;119.34;19001.3;-3.125;7.9;65649
$;02:33:41;13:55:05;11.09.2021;Y;09;48 33.37503 N;002 48.12238 E;13.016;24.1;100.07;19007.9;-3.125;8.0;65649
$;02:33:43;13:55:07;11.09.2021;Y;09;48 33.37738 N;002 48.13369 E;14.851;27.5;65.92;19014.0;-3.125;8.0;65649
$;02:33:45;13:55:09;11.09.2021;Y;09;48 33.37980 N;002 48.14372 E;11.229;20.7;70.66;19021.1;-3.125;8.0;65649
$;02:33:47;13:55:11;11.09.2021;Y;09;48 33.37860 N;002 48.15340 E;13.502;25.0;102.77;19027.2;-3.125;8.0;65649
$;02:33:49;13:55:13;11.09.2021;Y;09;48 33.37600 N;002 48.16542 E;15.697;29.0;102.34;19034.6;-3.125;8.0;65649
$;02:33:51;13:55:15;11.09.2021;Y;09;48 33.37658 N;002 48.17713 E;13.446;24.9;79.73;19041.1;-3.0;8.0;65649
$;02:33:53;13:55:17;11.09.2021;Y;09;48 33.38064 N;002 48.18526 E;11.224;20.7;56.67;19047.5;-3.125;8.0;65649
$;02:33:55;13:55:19;11.09.2021;Y;09;48 33.38384 N;002 48.19282 E;12.045;22.3;64.53;19054.0;-3.250;8.0;65649
$;02:33:57;13:55:21;11.09.2021;Y;09;48 33.38475 N;002 48.20591 E;18.856;34.9;86.73;19060.4;-3.0;8.0;65649
$;02:33:59;13:55:23;11.09.2021;Y;09;48 33.38595 N;002 48.22168 E;17.878;33.1;78.88;19067.7;-3.125;8.0;65649
$;02:34:01;13:55:25;11.09.2021;Y;09;48 33.38816 N;002 48.23273 E;10.534;19.5;71.29;19074.5;-3.125;8.0;65649
$;02:34:03;13:55:27;11.09.2021;Y;09;48 33.38982 N;002 48.23975 E;9.226;17.0;73.06;19080.6;-3.0;8.0;65649
$;02:34:05;13:55:29;11.09.2021;Y;09;48 33.39107 N;002 48.25075 E;17.149;31.7;78.38;19087.0;-3.125;8.0;65649
$;02:34:07;13:55:31;11.09.2021;Y;09;48 33.39446 N;002 48.26643 E;21.263;39.3;66.44;19093.1;-3.250;8.0;65649
$;02:34:09;13:55:33;11.09.2021;Y;09;48 33.39941 N;002 48.27895 E;13.536;25.0;55.84;19099.4;-3.125;8.0;65649
$;02:34:11;13:55:35;11.09.2021;Y;09;48 33.40253 N;002 48.28457 E;6.089;11.2;53.59;19106.1;-3.125;8.0;65649
$;02:34:13;13:55:37;11.09.2021;Y;09;48 33.40321 N;002 48.29173 E;12.690;23.5;82.74;19113.3;-3.125;8.0;65649
$;02:34:15;13:55:39;11.09.2021;Y;09;48 33.40513 N;002 48.30690 E;22.480;41.6;73.40;19119.9;-3.125;8.0;65649
$;02:34:17;13:55:41;11.09.2021;Y;09;48 33.40981 N;002 48.32318 E;19.176;35.5;60.82;19126.6;-3.0;8.0;65649
$;02:34:19;13:55:43;11.09.2021;Y;09;48 33.41344 N;002 48.33247 E;8.077;14.9;60.36;19132.9;-3.125;8.0;65649
$;02:34:21;13:55:45;11.09.2021;Y;09;48 33.41402 N;002 48.33829 E;7.979;14.7;80.75;19139.5;-3.125;8.0;65649
$;02:34:23;13:55:47;11.09.2021;Y;09;48 33.41596 N;002 48.34809 E;16.294;30.1;65.38;19146.2;-3.125;8.0;65649
$;02:34:25;13:55:49;11.09.2021;Y;09;48 33.42165 N;002 48.36124 E;19.819;36.7;52.93;19152.7;-3.125;8.0;65649
$;02:34:27;13:55:51;11.09.2021;Y;09;48 33.42680 N;002 48.37281 E;13.643;25.2;58.60;19159.5;-3.250;8.0;65649
$;02:34:29;13:55:53;11.09.2021;Y;09;48 33.42743 N;002 48.38181 E;10.589;19.6;83.14;19165.7;-3.0;8.0;65649
$;02:34:31;13:55:55;11.09.2021;Y;09;48 33.42638 N;002 48.39152 E;12.920;23.9;93.04;19172.5;-3.125;8.0;65649
$;02:34:33;13:55:57;11.09.2021;Y;09;48 33.42843 N;002 48.40206 E;13.878;25.7;70.25;19177.9;-3.125;8.0;65649
$;02:34:35;13:55:59;11.09.2021;Y;09;48 33.43267 N;002 48.40993 E;10.263;19.0;54.09;19184.1;-3.250;8.0;65649
$;02:34:37;13:56:01;11.09.2021;Y;09;48 33.43445 N;002 48.41652 E;9.344;17.3;71.38;19191.4;-3.125;8.0;65649
$;02:34:39;13:56:03;11.09.2021;Y;09;48 33.43358 N;002 48.42761 E;16.937;31.3;97.58;19197.6;-3.125;8.0;65649
$;02:34:41;13:56:05;11.09.2021;Y;09;48 33.43400 N;002 48.44246 E;17.883;33.1;77.81;19204.9;-3.125;8.0;65649
$;02:34:43;13:56:07;11.09.2021;Y;09;48 33.43739 N;002 48.45311 E;11.204;20.7;57.83;19211.4;-3.125;8.0;65649
$;02:34:45;13:56:09;11.09.2021;Y;09;48 33.44040 N;002 48.45751 E;5.575;10.3;51.15;19218.5;-3.125;8.0;65649
$;02:34:47;13:56:11;11.09.2021;Y;09;48 33.44098 N;002 48.46494 E;13.505;25.0;87.39;19225.5;-3.250;8.0;65649
$;02:34:49;13:56:13;11.09.2021;Y;09;48 33.44087 N;002 48.48089 E;22.580;41.8;88.64;19231.6;-3.0;8.0;65649
$;02:34:51;13:56:15;11.09.2021;Y;09;48 33.44189 N;002 48.49788 E;17.126;31.7;83.30;19238.9;-3.125;8.0;65649
$;02:34:53;13:56:17;11.09.2021;Y;09;48 33.44217 N;002 48.50736 E;7.293;13.5;89.00;19245.8;-3.125;8.0;65649
$;02:34:55;13:56:19;11.09.2021;Y;09;48 33.44063 N;002 48.51310 E;8.774;16.2;110.82;19252.2;-3.125;8.0;65649
$;02:34:57;13:56:21;11.09.2021;Y;09;48 33.43997 N;002 48.52308 E;15.088;27.9;86.04;19259.1;-3.125;8.0;65649
$;02:34:59;13:56:23;11.09.2021;Y;09;48 33.44137 N;002 48.53615 E;15.377;28.4;77.69;19265.6;-3.125;8.0;65649
$;02:35:01;13:56:25;11.09.2021;Y;09;48 33.44162 N;002 48.54540 E;8.283;15.3;89.89;19272.0;-3.0;8.0;65649
$;02:35:03;13:56:27;11.09.2021;Y;09;48 33.43902 N;002 48.55111 E;9.236;17.1;121.75;19279.3;-3.125;8.0;65649
$;02:35:05;13:56:29;11.09.2021;Y;09;48 33.43693 N;002 48.55925 E;12.177;22.5;103.32;19286.1;-2.125;8.0;65649
$;02:35:07;13:56:31;11.09.2021;Y;09;48 33.43839 N;002 48.57048 E;14.693;27.2;68.59;19292.5;-3.0;8.0;65649
$;02:35:09;13:56:33;11.09.2021;Y;09;48 33.44034 N;002 48.58110 E;12.217;22.6;78.30;19299.7;-3.125;8.0;65649
$;02:35:11;13:56:35;11.09.2021;Y;09;48 33.43856 N;002 48.59135 E;14.127;26.1;116.87;19306.8;-3.125;8.0;65649
$;02:35:13;13:56:37;11.09.2021;Y;09;48 33.43489 N;002 48.60260 E;14.928;27.6;111.82;19314.1;-3.125;8.0;65649
$;02:35:15;13:56:39;11.09.2021;Y;09;48 33.43461 N;002 48.61351 E;12.777;23.6;90.83;19320.3;-3.125;8.0;65649
$;02:35:17;13:56:41;11.09.2021;Y;09;48 33.43792 N;002 48.62269 E;12.401;22.9;64.48;19327.0;-3.125;8.0;65649
$;02:35:19;13:56:43;11.09.2021;Y;09;48 33.43911 N;002 48.63244 E;13.710;25.3;87.13;19334.5;-3.0;8.0;65649
$;02:35:21;13:56:45;11.09.2021;Y;09;48 33.43660 N;002 48.64636 E;19.914;36.8;106.33;19341.2;-3.0;8.0;65649
$;02:35:23;13:56:47;11.09.2021;Y;09;48 33.43512 N;002 48.66179 E;16.922;31.3;89.35;19348.3;-3.125;8.0;65649
$;02:35:25;13:56:49;11.09.2021;Y;09;48 33.43684 N;002 48.67217 E;10.158;18.8;71.84;19354.6;-3.125;8.0;65649
$;02:35:27;13:56:51;11.09.2021;Y;09;48 33.43858 N;002 48.67861 E;8.441;15.6;76.00;19362.4;-3.125;8.0;65649
$;02:35:29;13:56:53;11.09.2021;Y;09;48 33.43833 N;002 48.68957 E;17.680;32.7;96.27;19368.9;-3.125;8.0;65649
$;02:35:31;13:56:55;11.09.2021;Y;09;48 33.43806 N;002 48.70755 E;23.254;43.0;86.57;19375.6;-3.125;8.0;65649
$;02:35:33;13:56:57;11.09.2021;Y;09;48 33.43975 N;002 48.72418 E;16.784;31.0;78.04;19382.9;-3.125;8.0;65649
$;02:35:35;13:56:59;11.09.2021;Y;09;48 33.44030 N;002 48.73420 E;9.887;18.3;88.18;19389.0;-3.250;8.0;65649
$;02:35:37;13:57:01;11.09.2021;Y;09;48 33.43832 N;002 48.74360 E;14.403;26.6;107.01;19396.9;-3.125;8.0;65649
$;02:35:39;13:57:03;11.09.2021;Y;09;48 33.43759 N;002 48.75890 E;21.241;39.3;85.47;19403.9;-3.125;8.0;65649
$;02:35:41;13:57:05;11.09.2021;Y;09;48 33.44077 N;002 48.77591 E;20.252;37.5;68.19;19410.6;-3.125;8.0;65649
$;02:35:43;13:57:07;11.09.2021;Y;09;48 33.44356 N;002 48.78913 E;14.164;26.2;83.53;19417.4;-3.125;8.0;65649
$;02:35:45;13:57:09;11.09.2021;Y;09;48 33.44188 N;002 48.80155 E;17.614;32.6;109.38;19423.9;-3.125;8.0;65649
$;02:35:47;13:57:11;11.09.2021;Y;09;48 33.43951 N;002 48.81771 E;20.824;38.5;94.22;19430.6;-3.0;8.0;65649
$;02:35:49;13:57:13;11.09.2021;Y;09;48 33.44139 N;002 48.83466 E;20.460;37.8;67.57;19437.3;-3.0;8.0;65649
$;02:35:51;13:57:15;11.09.2021;Y;09;48 33.44583 N;002 48.84804 E;16.055;29.7;64.60;19444.5;-3.125;8.0;65649
$;02:35:53;13:57:17;11.09.2021;Y;09;48 33.44688 N;002 48.86161 E;18.890;34.9;95.07;19451.3;-3.125;8.0;65649
$;02:35:55;13:57:19;11.09.2021;Y;09;48 33.44496 N;002 48.87956 E;23.986;44.4;100.62;19457.4;-3.125;8.0;65649
$;02:35:57;13:57:21;11.09.2021;Y;09;48 33.44412 N;002 48.89779 E;19.333;35.8;86.83;19464.7;-2.125;8.0;65649
