#;Up-Time;UTC;Date;RMC Valid;Sats in use;Latitude;Longitude;Speed over Ground [knots];Speed over Ground [km/h];Course over Ground;Altitude NN [m];Board: Temp [C];Batt Voltage [V];Logger Status
$;00:00:01;00:00:01;00.00.00;N;NA;NA;NA;NA;NA;NA;NA;24.375;9.7;65667
$;00:00:03;00:00:03;00.00.00;N;NA;NA;NA;NA;NA;NA;NA;24.375;9.6;65665
$;00:00:05;00:00:05;00.00.00;N;NA;NA;NA;NA;NA;NA;NA;24.250;9.6;65665
$;00:00:07;00:00:07;00.00.00;N;NA;NA;NA;NA;NA;NA;NA;24.375;9.6;65665
$;00:00:09;00:00:09;00.00.00;N;NA;NA;NA;NA;NA;NA;NA;24.375;9.6;65665
$;00:00:11;00:00:11;00.00.00;N;NA;NA;NA;NA;NA;NA;NA;24.375;9.6;65665
$;00:00:13;00:00:13;00.00.00;N;NA;NA;NA;NA;NA;NA;NA;24.375;9.6;65667
$;00:00:15;00:00:15;00.00.00;N;NA;NA;NA;NA;NA;NA;NA;24.500;9.6;65667
$;00:00:17;00:00:17;00.00.00;N;NA;NA;NA;NA;NA;NA;NA;24.500;9.5;65667
$;00:00:19;00:00:19;00.00.00;N;NA;NA;NA;NA;NA;NA;NA;24.500;9.5;65667
$;00:00:21;00:00:21;00.00.00;N;NA;NA;NA;NA;NA;NA;NA;24.625;9.5;65667
$;00:00:23;00:00:23;00.00.00;N;NA;NA;NA;NA;NA;NA;NA;24.625;9.5;65667
$;00:00:25;00:00:25;00.00.00;N;NA;NA;NA;NA;NA;NA;NA;24.750;9.5;65667
$;00:00:27;00:00:27;00.00.00;N;NA;NA;NA;NA;NA;NA;NA;24.750;9.5;65667
$;00:00:29;11:21:53;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;24.750;9.5;65727
$;00:00:31;11:21:55;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;24.875;9.5;65727
$;00:00:33;11:21:57;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;25.0;9.5;65585
$;00:00:35;11:21:59;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;25.0;9.5;65727
$;00:00:37;11:22:01;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;24.875;9.5;65727
$;00:00:39;11:22:03;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;25.125;9.5;65727
$;00:00:41;11:22:05;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;25.125;9.5;65727
$;00:00:43;11:22:07;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;25.125;9.5;65727
$;00:00:45;11:22:09;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;25.250;9.5;65585
$;00:00:47;11:22:11;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;25.250;9.4;65585
$;00:00:49;11:22:13;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;25.250;9.4;65727
$;00:00:51;11:22:15;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;25.375;9.4;65585
$;00:00:53;11:22:17;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;25.375;9.4;65727
$;00:00:55;11:22:19;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;25.500;9.4;65727
$;00:00:57;11:22:21;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;25.500;9.4;65585
$;00:00:59;11:22:23;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;25.500;9.4;65585
$;00:01:01;11:22:25;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;25.375;9.4;65585
$;00:01:03;11:22:27;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;25.500;9.4;65585
$;00:01:05;11:22:29;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;25.500;9.4;65585
$;00:01:07;11:22:31;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;25.750;9.4;65585
$;00:01:09;11:22:33;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;25.625;9.4;65585
$;00:01:11;11:22:35;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;25.625;9.4;65585
$;00:01:13;11:22:37;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;25.875;9.4;65585
$;00:01:15;11:22:39;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;25.750;9.4;65585
$;00:01:17;11:22:41;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;26.0;9.4;65585
$;00:01:19;11:22:43;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;26.0;9.4;65585
$;00:01:21;11:22:45;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;25.875;9.4;65585
$;00:01:23;11:22:47;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;25.875;9.4;65585
$;00:01:25;11:22:49;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;26.0;9.4;65585
$;00:01:27;11:22:51;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;26.125;9.4;65585
$;00:01:29;11:22:53;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;26.375;9.4;65585
$;00:01:31;11:22:55;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;26.375;9.4;65585
$;00:01:33;11:22:57;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;26.125;9.3;65585
$;00:01:35;11:22:59;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;26.375;9.4;65585
$;00:01:37;11:23:01;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;26.625;9.3;65585
$;00:01:39;11:23:03;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;26.625;9.3;65585
$;00:01:41;11:23:05;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;26.750;9.3;65727
$;00:01:43;11:23:07;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;26.750;9.3;65727
$;00:01:45;11:23:09;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;26.750;9.3;65585
$;00:01:47;11:23:11;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;26.750;9.3;65585
$;00:01:49;11:23:13;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;26.750;9.3;65727
$;00:01:51;11:23:15;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;26.750;9.3;65585
$;00:01:53;11:23:17;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;26.875;9.3;65727
$;00:01:55;11:23:19;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;27.0;9.3;65585
$;00:01:57;11:23:21;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;27.0;9.3;65585
$;00:01:59;11:23:23;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;26.750;9.3;65585
$;00:02:01;11:23:25;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;27.0;9.3;65585
$;00:02:03;11:23:27;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;27.250;9.3;65585
$;00:02:05;11:23:29;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;27.125;9.3;65585
$;00:02:07;11:23:31;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;27.0;9.3;65585
$;00:02:09;11:23:33;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;27.125;9.3;65585
$;00:02:11;11:23:35;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;27.250;9.3;65585
$;00:02:13;11:23:37;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;27.250;9.3;65585
$;00:02:15;11:23:39;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;27.500;9.2;65585
$;00:02:17;11:23:41;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;27.500;9.2;65585
$;00:02:19;11:23:43;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;27.375;9.2;65585
$;00:02:21;11:23:45;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;27.500;9.2;65585
$;00:02:23;11:23:47;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;27.375;9.2;65585
$;00:02:25;11:23:49;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;27.500;9.2;65585
$;00:02:27;11:23:51;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;27.500;9.2;65585
$;00:02:29;11:23:53;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;27.625;9.2;65585
$;00:02:31;11:23:55;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;27.625;9.2;65585
$;00:02:33;11:23:57;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;27.750;9.2;65585
$;00:02:35;11:23:59;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;27.625;9.2;65585
$;00:02:37;11:24:01;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;27.875;9.2;65585
$;00:02:39;11:24:03;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;27.625;9.2;65585
$;00:02:41;11:24:05;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;27.875;9.2;65585
$;00:02:43;11:24:07;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;28.0;9.2;65585
$;00:02:45;11:24:09;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;27.875;9.2;65585
$;00:02:47;11:24:11;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;27.875;9.2;65585
$;00:02:49;11:24:13;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;28.0;9.2;65585
$;00:02:51;11:24:15;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;28.125;9.2;65585
$;00:02:53;11:24:17;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;28.125;9.2;65585
$;00:02:55;11:24:19;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;28.250;9.2;65585
$;00:02:57;11:24:21;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;28.125;9.2;65585
$;00:02:59;11:24:23;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;28.125;9.2;65585
$;00:03:01;11:24:25;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;28.375;9.2;65585
$;00:03:03;11:24:27;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;28.250;9.2;65585
$;00:03:05;11:24:29;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;28.375;9.2;65585
$;00:03:07;11:24:31;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;28.375;9.2;65585
$;00:03:09;11:24:33;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;28.500;9.2;65585
$;00:03:11;11:24:35;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;28.375;9.2;65585
$;00:03:13;11:24:37;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;28.500;9.2;65585
$;00:03:15;11:24:39;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;28.625;9.2;65585
$;00:03:17;11:24:41;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;28.500;9.2;65585
$;00:03:19;11:24:43;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;28.500;9.2;65585
$;00:03:21;11:24:45;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;28.750;9.2;65585
$;00:03:23;11:24:47;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;28.625;9.2;65585
$;00:03:25;11:24:49;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;28.750;9.2;65585
$;00:03:27;11:24:51;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;28.750;9.2;65585
$;00:03:29;11:24:53;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;28.750;9.2;65585
$;00:03:31;11:24:55;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;28.875;9.2;65585
$;00:03:33;11:24:57;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;29.0;9.1;65585
$;00:03:35;11:24:59;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;29.0;9.1;65585
$;00:03:37;11:25:01;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;29.0;9.1;65585
$;00:03:39;11:25:03;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;29.0;9.1;65585
$;00:03:41;11:25:05;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;29.125;9.1;65585
$;00:03:43;11:25:07;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;29.125;9.1;65585
$;00:03:45;11:25:09;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;29.250;9.1;65585
$;00:03:47;11:25:11;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;29.250;9.1;65585
$;00:03:49;11:25:13;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;29.250;9.1;65585
$;00:03:51;11:25:15;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;29.250;9.1;65585
$;00:03:53;11:25:17;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;29.375;9.1;65585
$;00:03:55;11:25:19;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;29.250;9.1;65585
$;00:03:57;11:25:21;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;29.375;9.1;65585
$;00:03:59;11:25:23;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;29.375;9.1;65585
$;00:04:01;11:25:25;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;29.625;9.1;65585
$;00:04:03;11:25:27;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;29.625;9.1;65585
$;00:04:05;11:25:29;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;29.625;9.1;65585
$;00:04:07;11:25:31;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;29.625;9.1;65585
$;00:04:09;11:25:33;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;29.625;9.1;65585
$;00:04:11;11:25:35;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;29.625;9.1;65585
$;00:04:13;11:25:37;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;29.625;9.1;65585
$;00:04:15;11:25:39;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;29.625;9.1;65585
$;00:04:17;11:25:41;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;29.750;9.1;65585
$;00:04:19;11:25:43;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;29.625;9.1;65585
$;00:04:21;11:25:45;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;29.625;9.1;65585
$;00:04:23;11:25:47;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;29.750;9.1;65585
$;00:04:25;11:25:49;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;29.875;9.1;65585
$;00:04:27;11:25:51;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;29.750;9.1;65585
$;00:04:29;11:25:53;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;29.875;9.1;65585
$;00:04:31;11:25:55;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;29.875;9.1;65585
$;00:04:33;11:25:57;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;29.875;9.1;65585
$;00:04:35;11:25:59;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;29.875;9.1;65585
$;00:04:37;11:26:01;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.0;9.1;65585
$;00:04:39;11:26:03;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.0;9.1;65585
$;00:04:41;11:26:05;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;29.875;9.1;65585
$;00:04:43;11:26:07;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.0;9.1;65727
$;00:04:45;11:26:09;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.0;9.1;65585
$;00:04:47;11:26:11;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.0;9.1;65585
$;00:04:49;11:26:13;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.125;9.1;65585
$;00:04:51;11:26:15;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.125;9.1;65585
$;00:04:53;11:26:17;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.0;9.1;65585
$;00:04:55;11:26:19;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.250;9.1;65585
$;00:04:57;11:26:21;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.250;9.1;65585
$;00:04:59;11:26:23;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.250;9.1;65585
$;00:05:01;11:26:25;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.250;9.1;65585
$;00:05:03;11:26:27;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.375;9.1;65585
$;00:05:05;11:26:29;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.375;9.1;65727
$;00:05:07;11:26:31;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.250;9.1;65585
$;00:05:09;11:26:33;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.375;9.1;65585
$;00:05:11;11:26:35;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.375;9.1;65585
$;00:05:13;11:26:37;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.625;9.1;65727
$;00:05:15;11:26:39;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.250;9.1;65585
$;00:05:17;11:26:41;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.375;9.1;65727
$;00:05:19;11:26:43;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.375;9.1;65585
$;00:05:21;11:26:45;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.500;9.1;65585
$;00:05:23;11:26:47;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.500;9.1;65585
$;00:05:25;11:26:49;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.625;9.1;65585
$;00:05:27;11:26:51;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.625;9.1;65585
$;00:05:29;11:26:53;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.750;9.1;65585
$;00:05:31;11:26:55;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.625;9.1;65585
$;00:05:33;11:26:57;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.625;9.0;65585
$;00:05:35;11:26:59;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.500;9.0;65585
$;00:05:37;11:27:01;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.625;9.1;65585
$;00:05:39;11:27:03;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.750;9.1;65585
$;00:05:41;11:27:05;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.875;9.1;65585
$;00:05:43;11:27:07;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.875;9.0;65585
$;00:05:45;11:27:09;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.750;9.0;65585
$;00:05:47;11:27:11;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.750;9.0;65585
$;00:05:49;11:27:13;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.750;9.0;65585
$;00:05:51;11:27:15;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.875;9.0;65585
$;00:05:53;11:27:17;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;30.750;9.0;65585
$;00:05:55;11:27:19;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;31.0;9.0;65585
$;00:05:57;11:27:21;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;31.0;9.0;65585
$;00:05:59;11:27:23;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;31.0;9.0;65585
$;00:06:01;11:27:25;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;31.0;9.0;65585
$;00:06:03;11:27:27;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;31.0;9.0;65585
$;00:06:05;11:27:29;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;31.0;9.0;65585
$;00:06:07;11:27:31;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;31.0;9.0;65585
$;00:06:09;11:27:33;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;31.125;9.0;65591
$;00:06:11;11:27:35;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;31.125;9.0;65585
$;00:06:13;11:27:37;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;31.125;9.0;65585
$;00:06:15;11:27:39;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;31.375;9.0;65585
$;00:06:17;11:27:41;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;31.250;9.0;65585
$;00:06:19;11:27:43;11.09.2021;N;NA;NA;NA;NA;NA;NA;NA;31.250;9.0;65585
$;00:06:21;11:27:45;11.09.2021;Y;04;48 42.73837 N;002 12.03945 E;1.607;2.9;231.96;177.8;31.250;9.0;65649
$;00:06:23;11:27:47;11.09.2021;Y;04;48 42.73779 N;002 12.03895 E;1.996;3.6;331.71;177.9;31.250;9.0;65649
$;00:06:25;11:27:49;11.09.2021;Y;04;48 42.73989 N;002 12.04115 E;0.838;1.5;;178.2;31.500;9.0;65649
$;00:06:27;11:27:51;11.09.2021;Y;04;48 42.74181 N;002 12.04327 E;0.587;1.0;;177.4;31.375;9.0;65649
$;00:06:29;11:27:53;11.09.2021;Y;05;48 42.74853 N;002 12.05006 E;0.081;0.1;;178.5;31.375;9.0;65649
$;00:06:31;11:27:55;11.09.2021;Y;05;48 42.74755 N;002 12.04921 E;2.479;4.5;355.44;176.8;31.500;9.0;65649
$;00:06:33;11:27:57;11.09.2021;Y;05;48 42.74743 N;002 12.04833 E;0.908;1.6;;176.5;31.500;9.0;65649
$;00:06:35;11:27:59;11.09.2021;Y;05;48 42.74957 N;002 12.05017 E;0.456;0.8;;175.4;31.500;9.0;65649
$;00:06:37;11:28:01;11.09.2021;Y;05;48 42.74926 N;002 12.04999 E;0.457;0.8;;173.9;31.500;9.0;65649
$;00:06:39;11:28:03;11.09.2021;Y;05;48 42.75083 N;002 12.05147 E;0.327;0.6;;171.2;31.500;9.0;65649
$;00:06:41;11:28:05;11.09.2021;Y;05;48 42.75139 N;002 12.05199 E;0.530;0.9;;171.2;31.375;9.0;65649
$;00:06:43;11:28:07;11.09.2021;Y;05;48 42.75356 N;002 12.05376 E;1.295;2.3;;171.4;31.625;9.0;65649
$;00:06:45;11:28:09;11.09.2021;Y;05;48 42.75373 N;002 12.05426 E;3.249;6.0;24.16;173.6;31.625;9.0;65649
$;00:06:47;11:28:11;11.09.2021;Y;05;48 42.75800 N;002 12.05791 E;0.685;1.2;;175.4;31.625;9.0;65649
$;00:06:49;11:28:13;11.09.2021;Y;05;48 42.75961 N;002 12.05947 E;0.669;1.2;;173.3;31.625;9.0;65649
$;00:06:51;11:28:15;11.09.2021;Y;05;48 42.76078 N;002 12.06068 E;0.608;1.1;;171.5;31.625;9.0;65649
$;00:06:53;11:28:17;11.09.2021;Y;05;48 42.76077 N;002 12.06084 E;0.353;0.6;;171.8;31.625;9.0;65649
$;00:06:55;11:28:19;11.09.2021;Y;05;48 42.76096 N;002 12.06143 E;0.567;1.0;;171.5;31.875;9.0;65649
$;00:06:57;11:28:21;11.09.2021;Y;05;48 42.76205 N;002 12.06226 E;0.087;0.1;;171.8;31.750;9.0;65649
$;00:06:59;11:28:23;11.09.2021;Y;05;48 42.76138 N;002 12.06203 E;1.215;2.2;311.17;173.0;31.750;9.0;65649
$;00:07:01;11:28:25;11.09.2021;Y;05;48 42.75926 N;002 12.06058 E;0.351;0.6;;176.6;31.875;9.0;65649
$;00:07:03;11:28:27;11.09.2021;Y;05;48 42.75695 N;002 12.05919 E;0.464;0.8;;179.8;31.875;9.0;65649
$;00:07:05;11:28:29;11.09.2021;Y;05;48 42.75484 N;002 12.05780 E;0.277;0.5;;182.0;31.875;9.0;65649
$;00:07:07;11:28:31;11.09.2021;Y;05;48 42.75437 N;002 12.05749 E;0.106;0.1;;182.8;31.875;9.0;65649
$;00:07:09;11:28:33;11.09.2021;Y;05;48 42.75393 N;002 12.05706 E;0.604;1.1;;182.9;31.750;9.0;65649
$;00:07:11;11:28:35;11.09.2021;Y;05;48 42.75283 N;002 12.05595 E;0.183;0.3;;183.0;32.0;9.0;65649
$;00:07:13;11:28:37;11.09.2021;Y;05;48 42.75165 N;002 12.05485 E;0.260;0.4;;182.1;31.875;9.0;65649
$;00:07:15;11:28:39;11.09.2021;Y;05;48 42.75126 N;002 12.05430 E;0.351;0.6;;181.8;31.875;9.0;65649
$;00:07:17;11:28:41;11.09.2021;Y;05;48 42.75134 N;002 12.05468 E;1.910;3.5;;182.1;31.750;9.0;65649
$;00:07:19;11:28:43;11.09.2021;Y;05;48 42.75182 N;002 12.05491 E;1.726;3.1;;183.4;32.0;9.0;65649
$;00:07:21;11:28:45;11.09.2021;Y;05;48 42.75192 N;002 12.05526 E;0.033;0.0;;184.4;31.875;9.0;65649
$;00:07:23;11:28:47;11.09.2021;Y;05;48 42.75189 N;002 12.05544 E;0.051;0.0;;186.2;31.875;9.0;65649
$;00:07:25;11:28:49;11.09.2021;Y;05;48 42.75190 N;002 12.05575 E;1.055;1.9;;187.0;32.0;9.0;65649
$;00:07:27;11:28:51;11.09.2021;Y;05;48 42.75267 N;002 12.05673 E;0.687;1.2;;187.3;32.0;9.0;65649
$;00:07:29;11:28:53;11.09.2021;Y;06;48 42.75297 N;002 12.05731 E;0.060;0.1;;187.8;32.0;9.0;65649
$;00:07:31;11:28:55;11.09.2021;Y;06;48 42.75380 N;002 12.05811 E;0.128;0.2;;188.4;31.875;9.0;65649
$;00:07:33;11:28:57;11.09.2021;Y;06;48 42.75448 N;002 12.05902 E;0.228;0.4;;188.8;32.0;9.0;65649
$;00:07:35;11:28:59;11.09.2021;Y;06;48 42.75410 N;002 12.05915 E;0.160;0.2;;189.2;32.125;9.0;65649
$;00:07:37;11:29:01;11.09.2021;Y;06;48 42.75489 N;002 12.05988 E;0.554;1.0;;187.7;32.125;9.0;65649
$;00:07:39;11:29:03;11.09.2021;Y;06;48 42.75604 N;002 12.06044 E;0.132;0.2;;183.6;32.0;9.0;65649
$;00:07:41;11:29:05;11.09.2021;Y;06;48 42.75671 N;002 12.06023 E;0.360;0.6;;183.7;32.125;9.0;65649
$;00:07:43;11:29:07;11.09.2021;Y;06;48 42.75836 N;002 12.06119 E;0.135;0.2;;184.1;32.0;9.0;65649
$;00:07:45;11:29:09;11.09.2021;Y;06;48 42.75874 N;002 12.06098 E;0.369;0.6;;182.9;32.125;9.0;65649
$;00:07:47;11:29:11;11.09.2021;Y;06;48 42.75923 N;002 12.06057 E;0.303;0.5;;182.0;32.250;9.0;65649
$;00:07:49;11:29:13;11.09.2021;Y;06;48 42.75920 N;002 12.06055 E;0.242;0.4;;180.7;32.0;9.0;65649
$;00:07:51;11:29:15;11.09.2021;Y;06;48 42.75933 N;002 12.06039 E;0.271;0.5;;179.3;32.125;9.0;65649
$;00:07:53;11:29:17;11.09.2021;Y;06;48 42.75963 N;002 12.06055 E;0.405;0.7;;178.9;32.125;9.0;65649
$;00:07:55;11:29:19;11.09.2021;Y;06;48 42.76011 N;002 12.06073 E;0.071;0.1;;177.9;32.250;9.0;65649
$;00:07:57;11:29:21;11.09.2021;Y;06;48 42.76052 N;002 12.06078 E;0.139;0.2;;177.4;32.125;9.0;65649
$;00:07:59;11:29:23;11.09.2021;Y;06;48 42.76072 N;002 12.06069 E;0.085;0.1;;177.5;32.0;9.0;65649
